DOCUMENT INFORMATION,PRIMARY CASE INFORMATION,PRIMARY CASE DATE,STATE,TREATMENT,TREATED CASE INFORMATION,TREATED CASE DATE
"Supreme Court of Vermont. March 01, 1993 160 Vt. 608 648 A.2d 816
Extracted from page: 10
","In re D.C., No. 92-226, 160 Vt. 608, 648 A.2d 816, 1993 WL 741049 (Vt. Mar. 01, 1993)
","Mar. 01, 1993",Vermont,Abrogated by," 1.  In re D.D. 
82 A.3d 1143 , 194 Vt. 508 , 2013 VT 79 , Vt. , (NO. 12-417 )
","Sep. 13, 2013"
"Supreme Court of Vermont. September 24, 1993 161 Vt. 35 633 A.2d 705
Extracted from page: 16
","Ball v. Melsur Corp., No. 92-487, 161 Vt. 35, 633 A.2d 705, 1993 WL 475043 (Vt. Sep. 24, 1993)
","Sep. 24, 1993",Vermont,Abrogated by," 1.  Demag v. Better Power Equipment, Inc.  
102 A.3d 1101 , 197 Vt. 176 , 2014 VT 78 , Vt. , (NO. 13-120 )
","July 18, 2014"
"Supreme Court of Vermont. May 21, 1993 160 Vt. 257 628 A.2d 1247
Extracted from page: 16
","State v. Keith, No. 91-582, 160 Vt. 257, 628 A.2d 1247, 1993 WL 276220 (Vt. May 21, 1993)
","May 21, 1993",Vermont,Overruled by," 1.  State v. Brillon  
955 A.2d 1108 , 183 Vt. 475 , 2008 VT 35 , Vt. , (NO. 05-167 )
","Mar. 14, 2008"
"Supreme Court of Vermont. July 17, 1992 159 Vt. 152 615 A.2d 1025
Extracted from page: 17
","Robitaille v. Rubin, No. 91-440, 159 Vt. 152, 615 A.2d 1025, 1992 WL 323007 (Vt. July 17, 1992)
","July 17, 1992",Vermont,Overruled by," 1.  Jipac, N.V. v. Silas 
800 A.2d 1092 , 174 Vt. 57 , Vt. , (NO. 2000-424 )
","May 31, 2002"
"Supreme Court of Vermont. January 07, 1992 158 Vt. 639 603 A.2d 381
Extracted from page: 18
","In re L.G., No. 91-488, 158 Vt. 639, 603 A.2d 381, 1992 WL 25090 (Vt. Jan. 07, 1992)
","Jan. 07, 1992",Vermont,Overruled by," 1.  In re G.G. 
165 A.3d 1075 , 204 Vt. 148 , 2017 VT 10 , Vt. , (NO. 16-231 )
","Feb. 03, 2017"
"Supreme Court of Vermont. April 03, 1992 158 Vt. 302 609 A.2d 972
Extracted from page: 23
","State v. Wheelock, No. 89-475, 158 Vt. 302, 609 A.2d 972, 1992 WL 125131 (Vt. Apr. 03, 1992)
","Apr. 03, 1992",Vermont,Overruled by," 1.  State v. Congress  
114 A.3d 1128 , 198 Vt. 241 , 2014 VT 129 , Vt. , (NO. 11-307 )
","Dec. 05, 2014"
"Supreme Court of Vermont. June 24, 1988 150 Vt. 149 549 A.2d 644
Extracted from page: 34
","Quesnel v. Quesnel, No. 86-020, 150 Vt. 149, 549 A.2d 644, 1988 WL 116798 (Vt. June 24, 1988)
","June 24, 1988",Vermont,Overruled by," 1.  Theise v. Theise  
674 A.2d 789 , 164 Vt. 577 , Vt. , (NO. 93-395 )
","Jan. 26, 1996"
"Supreme Court of Vermont. July 15, 1988 150 Vt. 213 551 A.2d 1196
Extracted from page: 35
","Costa v. Volkswagen of America, No. 85-306, 150 Vt. 213, 551 A.2d 1196, 8 UCC Rep. Serv. 2d 389, 1988 WL 139433 (Vt. July 15, 1988)
","July 15, 1988",Vermont,Overruled by," 1.  Gochey v. Bombardier, Inc. 
572 A.2d 921 , 153 Vt. 607 , 1990-1 Trade Cases P 69,030 , 11 UCC Rep.Serv.2d 870 , Vt. , (NO. 88-289 )
","Feb. 09, 1990"
"Supreme Court of Vermont. August 26, 1988 150 Vt. 329 554 A.2d 214
Extracted from page: 35
","State v. Duff, No. 86-243, 150 Vt. 329, 554 A.2d 214, 1988 WL 147170 (Vt. Aug. 26, 1988)
","Aug. 26, 1988",Vermont,Overruled by," 1.  State v. Powell 
608 A.2d 45 , 158 Vt. 280 , Vt. , (NO. 89-627 )
","Apr. 03, 1992"
"Supreme Court of Vermont. August 26, 1988 150 Vt. 329 554 A.2d 214
Extracted from page: 35
","State v. Duff, No. 86-243, 150 Vt. 329, 554 A.2d 214, 1988 WL 147170 (Vt. Aug. 26, 1988)
","Aug. 26, 1988",Vermont,Overruled by," 2.  State v. Congress 
114 A.3d 1128 , 198 Vt. 241 , 2014 VT 129 , Vt. , (NO. 11-307 )
","Dec. 05, 2014"
"Supreme Court of Vermont. April 08, 1988 149 Vt. 506 546 A.2d 1357
Extracted from page: 37
","Duval v. Duval, No. 86-508, 149 Vt. 506, 546 A.2d 1357, 1988 WL 92715 (Vt. Apr. 08, 1988)
","Apr. 08, 1988",Vermont,Overruled by," 1.  Shute v. Shute 
607 A.2d 890 , 158 Vt. 242 , Vt. , (NO. 89-449 )
","Apr. 03, 1992"
"Supreme Court of Vermont. September 13, 2013 194 Vt. 556 82 A.3d 585
Extracted from page: 40
","Meyncke v. Meyncke, No. 12-475, 2013 VT 82, 194 Vt. 556, 82 A.3d 585, 2013 WL 4870698 (Vt. Sep. 13, 2013)
","Sep. 13, 2013",Vermont,Overruled by," 1.  Weaver v. Weaver  
171 A.3d 374 , 205 Vt. 66 , 2017 VT 58 , Vt. , (NO. 16-306 )
","June 23, 2017"
"Supreme Court of Vermont. October 18, 2013 195 Vt. 166 87 A.3d 454
Extracted from page: 40
","State v. Kenvin, No. 12-099, 2013 VT 104, 195 Vt. 166, 87 A.3d 454, 2013 WL 5663269 (Vt. Oct. 18, 2013)
","Oct. 18, 2013",Vermont,Overruled by," 1.  State v. Byam  
172 A.3d 171 , 205 Vt. 173 , 2017 VT 47 , Vt. , (NO. 15-409 )
","June 09, 2017"
"Supreme Court of Vermont. June 16, 1980 138 Vt. 468 417 A.2d 934
Extracted from page: 49
","Whitney v. Fisher, No. 144-79, 138 Vt. 468, 417 A.2d 934 (Vt. June 16, 1980)
","June 16, 1980",Vermont,Disavowed by," 1.  Hay v. Medical Center Hosp. of Vermont 
496 A.2d 939 , 145 Vt. 533 , Vt. , (NO. 83-225 )
","Apr. 26, 1985"
"Supreme Court of Vermont. November 03, 1980 139 Vt. 99 422 A.2d 937
Extracted from page: 50
","State v. St. Amour, No. 39-79, 139 Vt. 99, 422 A.2d 937 (Vt. Nov. 03, 1980)
","Nov. 03, 1980",Vermont,Overruled by," 1.  State v. Gates 
451 A.2d 1084 , 141 Vt. 562 , Vt. , (NO. 341-80 )
","Aug. 31, 1982"
"Supreme Court of Vermont. June 10, 1980 138 Vt. 444 417 A.2d 923
Extracted from page: 50
","Timney v. Worden, No. 332-79, 138 Vt. 444, 417 A.2d 923 (Vt. June 10, 1980)
","June 10, 1980",Vermont,Overruled by," 1.  Lague, Inc. v. Royea 
568 A.2d 357 , 152 Vt. 499 , Vt. , (NO. 86-219 )
","Sep. 15, 1989"
"Supreme Court of Vermont. June 03, 1980 138 Vt. 402 416 A.2d 152
Extracted from page: 50
","Brattleboro Child Development, Inc. v. Town of Brattleboro, No. 263-79, 138 Vt. 402, 416 A.2d 152 (Vt. June 03, 1980)
","June 03, 1980",Vermont,Overruled by," 1.  American Museum of Fly Fishing, Inc. v. Town of Manchester  
557 A.2d 900 , 151 Vt. 103 , Vt. , (NO. 86-377 )
","Feb. 03, 1989"
"Supreme Court of Vermont. September 11, 1980 139 Vt. 50 421 A.2d 1307
Extracted from page: 50
","Stoneman v. Vergennes Union High School Dist. No. 5, No. 169-80, 139 Vt. 50, 421 A.2d 1307 (Vt. Sep. 11, 1980)
","Sep. 11, 1980",Vermont,Overruled by," 1.  Cronin v. State  
531 A.2d 929 , 148 Vt. 252 , Vt. , (NO. 85-056 )
","July 17, 1987"
"Supreme Court of Vermont. October 31, 1980 139 Vt. 95 422 A.2d 935
Extracted from page: 51
","State v. Huginski, No. 11-79, 139 Vt. 95, 422 A.2d 935 (Vt. Oct. 31, 1980)
","Oct. 31, 1980",Vermont,Overruled by," 1.  State v. Doyen  
676 A.2d 345 , 165 Vt. 43 , Vt. , (NO. 94-627 )
","Mar. 15, 1996"
"Supreme Court of Vermont. July 24, 1980 138 Vt. 502 420 A.2d 852
Extracted from page: 52
","State v. Hohman, No. 32-79, 138 Vt. 502, 420 A.2d 852 (Vt. July 24, 1980)
","July 24, 1980",Vermont,Overruled by," 1.  Jones v. Shea  
532 A.2d 571 , 148 Vt. 307 , Vt. , (NO. 85-068 )
","July 31, 1987"
"Supreme Court of Vermont. January 01, 1819 Brayt. 29 1819 WL 974
Extracted from page: 54
","Stevens v. Adams, Brayt. 29, 1819 WL 974 (Vt. 1819)
","June 15, 1819",Vermont,Overruled by," 1.  Turner v. Lowry 
1827 WL 1351 , 2 Aik. 72 , Vt.
","June 15, 1827"
"Supreme Court of Vermont. February 01, 1827 1 Vt. 73 1827 WL 1345
Extracted from page: 54
","Crooker v. Hutchinson, 1 Vt. 73, 1827 WL 1345 (Vt. Feb. 01, 1827)
","Feb. 01, 1827",Vermont,Overruled by," 1.  Mason v. Chase 
111 A.2d 246 , 118 Vt. 369 , Vt. , (NO. 1056 )
","Jan. 04, 1955"
"Supreme Court of Vermont. February 01, 1847 19 Vt. 410 1847 WL 1729
Extracted from page: 57
","Porter v. Bank of Rutland, 19 Vt. 410, 1847 WL 1729 (Vt. Feb. 01, 1847)
","Feb. 01, 1847",Vermont,Overruled by," 1.  O’Brien v. Holden 
160 A. 192 , 104 Vt. 338 , Vt.
","May 04, 1932"
"Supreme Court of Vermont. June 13, 1892 64 Vt. 506 24 A. 656
Extracted from page: 60
","Taylor v. Coolidge, 64 Vt. 506, 24 A. 656 (Vt. June 13, 1892)
","June 13, 1892",Vermont,Abrogated by," 1.  d’Arc Turcotte v. Estate of LaRose 
569 A.2d 1086 , 153 Vt. 196 , Vt. , (NO. 87-507 )
","Dec. 01, 1989"
"Supreme Court of Vermont. January 10, 1997 166 Vt. 188 692 A.2d 360
Extracted from page: 10
","State v. Mott, No. 95-433, 166 Vt. 188, 692 A.2d 360, 1997 WL 51781 (Vt. Jan. 10, 1997)
","Jan. 10, 1997",Vermont,Overruled by," 1.  Hinkson v. Stevens 
239 A.3d 212 , 213 Vt. 32 , 2020 VT 69 , Vt. , (NO. 19-049 )
","Aug. 07, 2020"
"Supreme Court of Vermont. August 14, 2009 186 Vt. 313 980 A.2d 273
Extracted from page: 13
","In re Champlain College Maple Street Dormitory, No. 07-155, 2009 VT 55, 186 Vt. 313, 980 A.2d 273, 249 Ed. Law Rep. 284, 2009 WL 2883385 (Vt. Aug. 14, 2009)
","Aug. 14, 2009",Vermont,Overruled by," 1.  In re Confluence Behavioral Health, LLC  
180 A.3d 867 , 206 Vt. 302 , 2017 VT 112 , Vt. , (NO. 17-071 )
","Dec. 08, 2017"
"Supreme Court of Vermont. July 02, 2009 186 Vt. 211 980 A.2d 768
Extracted from page: 15
","Massey v. Hrostek, No. 07-437, 2009 VT 70, 186 Vt. 211, 980 A.2d 768, 2009 WL 2401769 (Vt. July 02, 2009)
","July 02, 2009",Vermont,Overruled by," 1.  Whippie v. O’Connor  
30 A.3d 1292 , 190 Vt. 600 , 2011 VT 97 , Vt. , (NO. 10-419 )
","Aug. 15, 2011"
"Supreme Court of Vermont. April 11, 2008 184 Vt. 273 959 A.2d 544
Extracted from page: 18
","In re E.T., No. 06-151, 2008 VT 48, 184 Vt. 273, 959 A.2d 544, 2008 WL 1029762 (Vt. Apr. 11, 2008)
","Apr. 11, 2008",Vermont,Overruled by," 1.  In re G.G. 
165 A.3d 1075 , 204 Vt. 148 , 2017 VT 10 , Vt. , (NO. 16-231 )
","Feb. 03, 2017"
"Supreme Court of Vermont. April 06, 1976 134 Vt. 270 356 A.2d 520
Extracted from page: 24
","Broughton v. Town of Charlotte, No. 221-75, 134 Vt. 270, 356 A.2d 520 (Vt. Apr. 06, 1976)
","Apr. 06, 1976",Vermont,Overruled by," 1.  American Museum of Fly Fishing, Inc. v. Town of Manchester 
557 A.2d 900 , 151 Vt. 103 , Vt. , (NO. 86-377 )
","Feb. 03, 1989"
"Supreme Court of Vermont. January 29, 1895 67 Vt. 266 31 A. 291
Extracted from page: 26
","Mason v. Horton, 67 Vt. 266, 31 A. 291, 48 Am. St. Rep. 817 (Vt. Jan. 29, 1895)
","Jan. 29, 1895",Vermont,Overruled by," 1.  Lague, Inc. v. Royea  
568 A.2d 357 , 152 Vt. 499 , Vt. , (NO. 86-219 )
","Sep. 15, 1989"
"Supreme Court of Vermont. February 11, 1941 111 Vt. 462 18 A.2d 154
Extracted from page: 27
","Gero v. John Hancock Mut. Life Ins. Co., No. 1681, 111 Vt. 462, 18 A.2d 154 (Vt. Feb. 11, 1941)
","Feb. 11, 1941",Vermont,Abrogated by," 1.  State v. Godfrey  
996 A.2d 237 , 187 Vt. 495 , 2010 VT 29 , Vt. , (NO. 08-217 )
","Apr. 09, 2010"
"Supreme Court of Vermont. December 03, 1963 124 Vt. 42 197 A.2d 483
Extracted from page: 29
","Nurmi v. Vermont Employment Sec. Bd., No. 1178, 124 Vt. 42, 197 A.2d 483 (Vt. Dec. 03, 1963)
","Dec. 03, 1963",Vermont,Overruled by," 1.  Shufelt v. Department of Employment and Training 
531 A.2d 894 , 148 Vt. 163 , Vt. , (NO. 84-526 )
","June 12, 1987"
"Supreme Court of Vermont. November 03, 1925 99 Vt. 219 131 A. 21
Extracted from page: 34
","Parker v. Roberts, 99 Vt. 219, 131 A. 21, 49 A.L.R. 1382 (Vt. Nov. 03, 1925)
","Nov. 03, 1925",Vermont,Abrogated by," 1.  Coty v. Ramsey Associates, Inc.  
546 A.2d 196 , 149 Vt. 451 , Vt. , (NO. 85-399 )
","Feb. 12, 1988"
"Supreme Court of Vermont. May 05, 1931 103 Vt. 373 154 A. 678
Extracted from page: 35
","Murray v. Allen, 103 Vt. 373, 154 A. 678 (Vt. May 05, 1931)
","May 05, 1931",Vermont,Overruled by," 1.  Cavanaugh v. Abbott Laboratories  
496 A.2d 154 , 145 Vt. 516 , Vt. , (NO. 84-012 )
","Apr. 26, 1985"
"Supreme Court of Vermont. November 05, 1931 104 Vt. 66 156 A. 910
Extracted from page: 35
","Brown v. Perry, 104 Vt. 66, 156 A. 910, 77 A.L.R. 1294 (Vt. Nov. 05, 1931)
","Nov. 05, 1931",Vermont,Overruled by," 1.  Amiot v. Ames 
693 A.2d 675 , 166 Vt. 288 , Vt. , (NO. 96-134 )
","Feb. 28, 1997"
"Supreme Court of Vermont. January 04, 1934 106 Vt. 50 169 A. 903
Extracted from page: 36
","Comstock v. Comstock, 106 Vt. 50, 169 A. 903 (Vt. Jan. 04, 1934)
","Jan. 04, 1934",Vermont,Overruled by," 1.  Richard v. Richard  
300 A.2d 637 , 131 Vt. 98 , Vt. , (NO. 19-72 )
","Feb. 06, 1973"
"Supreme Court of Vermont. February 06, 1934 106 Vt. 165 170 A. 908
Extracted from page: 36
","State v. Orlandi, 106 Vt. 165, 170 A. 908 (Vt. Feb. 06, 1934)
","Feb. 06, 1934",Vermont,Abrogated by," 1.  State v. Bacon  
658 A.2d 54 , 163 Vt. 279 , Vt. , (NO. 92-534 )
","Feb. 17, 1995"
"Supreme Court of Vermont. July 04, 1912 86 Vt. 167 83 A. 1085
Extracted from page: 37
","Johnson v. Jones, 86 Vt. 167, 83 A. 1085 (Vt. July 04, 1912)
","July 04, 1912",Vermont,Overruled by," 1.  Herrick v. Town of Marlboro 
789 A.2d 915 , 173 Vt. 170 , Vt. , (NO. 2000-591 )
","Nov. 09, 2001"
"Supreme Court of Vermont. January 07, 1936 108 Vt. 37 182 A. 204
Extracted from page: 39
","Eisler v. Wilder, 108 Vt. 37, 182 A. 204 (Vt. Jan. 07, 1936)
","Jan. 07, 1936",Vermont,Overruled by," 1.  Daniels v. Parker  
126 A.2d 85 , 119 Vt. 348 , 59 A.L.R.2d 1060 , Vt. , (NO. 1066 )
","Oct. 02, 1956"
"Supreme Court of Vermont. May 31, 1901 73 Vt. 193 50 A. 1074
Extracted from page: 45
","Martin v. Harrington, 73 Vt. 193, 50 A. 1074, 87 Am. St. Rep. 704 (Vt. May 31, 1901)
","May 31, 1901",Vermont,Overruled by," 1.  Estate of Girard v. Laird  
621 A.2d 1265 , 159 Vt. 508 , Vt. , (NO. 92-133 )
","Jan. 15, 1993"
"Supreme Court of Vermont. November 15, 1999 170 Vt. 569 743 A.2d 1091
Extracted from page: 50
","State v. Morrissette, No. 98-412, 170 Vt. 569, 743 A.2d 1091, 1999 WL 1269324 (Vt. Nov. 15, 1999)
","Nov. 15, 1999",Vermont,Overruled by," 1.  In re Manosh  
108 A.3d 212 , 197 Vt. 424 , 2014 VT 95 , Vt. , (NO. 13-280 )
","Aug. 14, 2014"
"Supreme Court of Vermont. January 08, 1999 169 Vt. 1 726 A.2d 45
Extracted from page: 53
","In re B.C., No. 98-341, 169 Vt. 1, 726 A.2d 45, 1999 WL 5193 (Vt. Jan. 08, 1999)
","Jan. 08, 1999",Vermont,Abrogated by," 1.  In re C.P.  
71 A.3d 1142 , 193 Vt. 29 , 2012 VT 100 , Vt. , (NO. 12-057 , 12-191 )
","Dec. 07, 2012"
"Supreme Court of Vermont. March 01, 1853 25 Vt. 273 1853 WL 3754
Extracted from page: 59
","Bigelow v. Topliff, 25 Vt. 273, 60 Am. Dec. 264, 1853 WL 3754 (Vt. Mar. 01, 1853)
","Mar. 01, 1853",Vermont,Abrogated by," 1.  Hackett v. Callender 
32 Vt. 97 , 1859 WL 5452 , Vt.
",May 1859
"Supreme Court of Vermont. June 07, 1977 135 Vt. 282 376 A.2d 28
Extracted from page: 1
","Fairchild v. West Rutland School Dist., No. 297-76, 135 Vt. 282, 376 A.2d 28, 95 L.R.R.M. (BNA) 3006 (Vt. June 07, 1977)
","June 07, 1977",Vermont,Overruled by," 1.  Johnson v. Harwood  
945 A.2d 875 , 183 Vt. 157 , 2008 VT 4 , Vt. , (NO. 06-359 )
","Jan. 25, 2008"
"Supreme Court of Vermont. February 28, 2003 175 Vt. 500 824 A.2d 554
Extracted from page: 6
","Farnham v. Inland Sea Resort Properties, Inc., No. 02-223, 2003 VT 23, 175 Vt. 500, 824 A.2d 554, 2003 WL 835357 (Vt. Feb. 28, 2003)
","Feb. 28, 2003",Vermont,Abrogated by," 1.  Demag v. Better Power Equipment, Inc.  
102 A.3d 1101 , 197 Vt. 176 , 2014 VT 78 , Vt. , (NO. 13-120 )
","July 18, 2014"
"Supreme Court of Vermont. November 28, 1890 63 Vt. 91 20 A. 974
Extracted from page: 9
","Cunningham v. Caldbeck, 63 Vt. 91, 20 A. 974 (Vt. Nov. 28, 1890)
","Nov. 28, 1890",Vermont,Overruled by," 1.  U.S. v. U.S. Fidelity & Guaranty Co. 
66 A. 809 , 80 Vt. 84 , Vt.
","May 13, 1907"
"Supreme Court of Vermont. February 01, 1851 23 Vt. 361 1851 WL 3245
Extracted from page: 11
","Livermore v. Town of Jamaica, 23 Vt. 361, 1851 WL 3245 (Vt. Feb. 01, 1851)
","Feb. 01, 1851",Vermont,Overruled by," 1.  Sanborn v. Village of Enosburg Falls 
89 A. 746 , 87 Vt. 479 , Vt.
","Feb. 10, 1914"
"Supreme Court of Vermont. January 01, 1851 23 Vt. 279 1851 WL 3228
Extracted from page: 11
","Skiff v. Solace, 23 Vt. 279, 1851 WL 3228 (Vt. 1851)
","June 15, 1851",Vermont,Overruled by," 1.  Jones v. Taylor 
30 Vt. 42 , 1857 WL 4323 , Vt.
","Sep. 01, 1857"
"Supreme Court of Vermont. October 05, 1920 94 Vt. 337 111 A. 346
Extracted from page: 13
","Goupiel v. Grand Trunk Ry. Co., No. 232, 94 Vt. 337, 111 A. 346 (Vt. Oct. 05, 1920)
","Oct. 05, 1920",Vermont,Overruled by," 1.  Malloy v. Lane Const. Corp. 
194 A.2d 398 , 123 Vt. 500 , Vt. , (NO. 1171 )
","Oct. 15, 1963"
"Supreme Court of Vermont. October 04, 1921 95 Vt. 388 115 A. 299
Extracted from page: 16
","Simpson v. Central Vermont Ry. Co., No. 324, 95 Vt. 388, 115 A. 299 (Vt. Oct. 04, 1921)
","Oct. 04, 1921",Vermont,Overruled by," 1.  City of Montpelier v. Town of Calais 
39 A.2d 350 , 114 Vt. 5 , Vt. , (NO. 1731 )
","Oct. 03, 1944"
"Supreme Court of Vermont. October 04, 1921 95 Vt. 320 115 A. 153
Extracted from page: 16
","Coburn v. Village of Swanton, No. 313, 95 Vt. 320, 115 A. 153 (Vt. Oct. 04, 1921)
","Oct. 04, 1921",Vermont,Abrogated by," 1.  Demag v. Better Power Equipment, Inc. 
102 A.3d 1101 , 197 Vt. 176 , 2014 VT 78 , Vt. , (NO. 13-120 )
","July 18, 2014"
"Supreme Court of Vermont. August 21, 1902 74 Vt. 454 52 A. 1040
Extracted from page: 18
","Laird v. Perry, 74 Vt. 454, 52 A. 1040, 59 L.R.A. 340 (Vt. Aug. 21, 1902)
","Aug. 21, 1902",Vermont,Abrogated by," 1.  Estate of Girard v. Laird 
621 A.2d 1265 , 159 Vt. 508 , Vt. , (NO. 92-133 )
","Jan. 15, 1993"
"Supreme Court of Vermont. February 14, 1900 72 Vt. 120 47 A. 398
Extracted from page: 19
","Willey v. Boston & M.R. Co., 72 Vt. 120, 47 A. 398 (Vt. Feb. 14, 1900)
","Feb. 14, 1900",Vermont,Overruled by," 1.  Aiken v. Metcalf 
102 A. 330 , 92 Vt. 57 , Vt.
","Oct. 16, 1917"
"Supreme Court of Vermont. March 01, 1831 3 Vt. 202 1831 WL 1040
Extracted from page: 20
","Edgell v. Stanford, 3 Vt. 202, 1831 WL 1040 (Vt. Mar. 01, 1831)
","Mar. 01, 1831",Vermont,Overruled by," 1.  Bean v. Parker 
96 A. 17 , 89 Vt. 532 , Vt.
","Nov. 20, 1915"
"Supreme Court of Vermont. May 17, 1991 156 Vt. 503 594 A.2d 897
Extracted from page: 27
","In re F.E.F., No. 89-228, 156 Vt. 503, 594 A.2d 897, 1991 WL 125410 (Vt. May 17, 1991)
","May 17, 1991",Vermont,Overruled by," 1.  In re S.D.  
287 A.3d 547 , 2022 VT 44 , Vt. , (NO. 21-094 )
","Sep. 09, 2022"
"Supreme Court of Vermont. February 02, 1982 140 Vt. 603 443 A.2d 468
Extracted from page: 28
","Town of Wallingford v. Green Mountain Ins. Co., Inc., No. 97-81, 140 Vt. 603, 443 A.2d 468 (Vt. Feb. 02, 1982)
","Feb. 02, 1982",Vermont,Overruled by," 1.  State v. Williams 
451 A.2d 1142 , 142 Vt. 81 , Vt. , (NO. 355-81 )
","Sep. 07, 1982"
"Supreme Court of Vermont. November 30, 1982 142 Vt. 263 454 A.2d 1233
Extracted from page: 29
","Benzie v. Town of Underhill, No. 522-81, 142 Vt. 263, 454 A.2d 1233 (Vt. Nov. 30, 1982)
","Nov. 30, 1982",Vermont,Overruled by," 1.  City of Rutland v. McDonald’s Corp. 
503 A.2d 1138 , 146 Vt. 324 , 66 A.L.R.4th 1003 , Vt. , (NO. 83-528 )
","Oct. 11, 1985"
"Supreme Court of Vermont. June 08, 1990 154 Vt. 426 578 A.2d 108
Extracted from page: 34
","State v. Lavalette, No. 88-424, 154 Vt. 426, 578 A.2d 108, 1990 WL 113301 (Vt. June 08, 1990)
","June 08, 1990",Vermont,Overruled by," 1.  State v. Brillon 
955 A.2d 1108 , 183 Vt. 475 , 2008 VT 35 , Vt. , (NO. 05-167 )
","Mar. 14, 2008"
"Supreme Court of Vermont. November 21, 1990 155 Vt. 365 584 A.2d 1126
Extracted from page: 35
","In re B.B., No. 88-467, 155 Vt. 365, 584 A.2d 1126, 1990 WL 237174 (Vt. Nov. 21, 1990)
","Nov. 21, 1990",Vermont,Abrogated by," 1.  In re D.D. 
82 A.3d 1143 , 194 Vt. 508 , 2013 VT 79 , Vt. , (NO. 12-417 )
","Sep. 13, 2013"
