DOCUMENT INFORMATION,PRIMARY CASE INFORMATION,PRIMARY CASE DATE,STATE,TREATMENT,TREATED CASE INFORMATION,TREATED CASE DATE
"Supreme Court of Illinois. June 01, 1977 67 Ill.2d 107 365 N.E.2d 337
Extracted from page: 25
","People v. White, No. 48831, 67 Ill. 2d 107, 365 N.E.2d 337, 8 Ill. Dec. 99 (Ill. June 01, 1977)
","June 01, 1977",Illinois,Overruled by," 1.  People v. Banks  
388 N.E.2d 1244 , 27 Ill.Dec. 195 , 75 Ill.2d 383 , Ill. , (NO. 50684 )
","Jan. 26, 1979"
"Supreme Court of Illinois. February 18, 1937 365 Ill. 456 6 N.E.2d 841
Extracted from page: 38
","R. S. Blome Co. v. Ames, No. 23802, 365 Ill. 456, 6 N.E.2d 841, 111 A.L.R. 940 (Ill. Feb. 18, 1937)
","Feb. 18, 1937",Illinois,Overruled by," 1.  Herlihy Mid-Continent Co. v. Nudelman 
12 N.E.2d 638 , 367 Ill. 600 , 115 A.L.R. 485 , Ill. , (NO. 24282 )
","Dec. 22, 1937"
"Supreme Court of Illinois. December 17, 1937 367 Ill. 518 11 N.E.2d 961
Extracted from page: 38
","People v. Bernsee, No. 24295, 367 Ill. 518, 11 N.E.2d 961 (Ill. Dec. 17, 1937)
","Dec. 17, 1937",Illinois,Overruled by," 1.  People v. Crocker 
183 N.E.2d 161 , 25 Ill.2d 52 , Ill. , (NO. 36559 )
","June 06, 1962"
"Supreme Court of Illinois. June 11, 1937 366 Ill. 471 9 N.E.2d 223
Extracted from page: 39
","Kamberos v. City of Chicago, No. 24055, 366 Ill. 471, 9 N.E.2d 223 (Ill. June 11, 1937)
","June 11, 1937",Illinois,Overruled by," 1.  Cohen v. City of Chicago 
36 N.E.2d 220 , 377 Ill. 221 , Ill. , (NO. 25954 , 25955 )
","June 13, 1941"
"Supreme Court of Illinois. April 01, 1861 25 Ill. 600 1861 WL 4074
Extracted from page: 43
","Stose v. People, for Use of Rosenthal, 25 Ill. 600, 15 Peck (IL) 600, 1861 WL 4074 (Ill. Apr. 01, 1861)
","Apr. 01, 1861",Illinois,Overruled by," 1.  Duffin v. Abbott  
48 Ill. 17 , 1868 WL 5038 , Ill.
","Sep. 01, 1868"
"Supreme Court of Illinois. April 17, 1935 360 Ill. 233 195 N.E. 648
Extracted from page: 44
","People v. Szobor, No. 22897, 360 Ill. 233, 195 N.E. 648 (Ill. Apr. 17, 1935)
","Apr. 17, 1935",Illinois,Overruled by," 1.  People v. Utterback 
52 N.E.2d 775 , 385 Ill. 239 , Ill. , (NO. 27286 )
","Jan. 18, 1944"
"Supreme Court of Illinois. June 10, 1936 364 Ill. 150 4 N.E.2d 41
Extracted from page: 60
","Waters v. Heaton, No. 23284, 364 Ill. 150, 4 N.E.2d 41 (Ill. June 10, 1936)
","June 10, 1936",Illinois,Overruled by," 1.  Tuthill v. Rendleman  
56 N.E.2d 375 , 387 Ill. 321 , Ill. , (NO. 27838 )
","May 16, 1944"
"Supreme Court of Illinois. October 14, 1936 364 Ill. 306 4 N.E.2d 388
Extracted from page: 60
","Neff v. George, No. 23235, 364 Ill. 306, 4 N.E.2d 388 (Ill. Oct. 14, 1936)
","Oct. 14, 1936",Illinois,Overruled by," 1.  Tuthill v. Rendleman 
56 N.E.2d 375 , 387 Ill. 321 , Ill. , (NO. 27838 )
","May 16, 1944"
"Supreme Court of Illinois. March 21, 1944 386 Ill. 206 53 N.E.2d 966
Extracted from page: 1
","Ohio Oil Co. v. Wright, No. 27705-27707, 386 Ill. 206, 53 N.E.2d 966 (Ill. Mar. 21, 1944)
","Mar. 21, 1944",Illinois,Overruled by," 1.  Thorpe v. Mahin 
250 N.E.2d 633 , 43 Ill.2d 36 , Ill. , (NO. 42342 )
","Aug. 14, 1969"
"Supreme Court of Illinois. January 17, 1945 389 Ill. 384 59 N.E.2d 661
Extracted from page: 4
","Winterland v. Winterland, No. 28127, 389 Ill. 384, 59 N.E.2d 661 (Ill. Jan. 17, 1945)
","Jan. 17, 1945",Illinois,Overruled by," 1.  In re Gerbing’s Estate 
337 N.E.2d 29 , 61 Ill.2d 503 , 74 A.L.R.3d 1087 , Ill. , (NO. 47161 )
","Sep. 26, 1975"
"Supreme Court of Illinois. September 19, 1945 391 Ill. 298 63 N.E.2d 362
Extracted from page: 8
","People v. Jankowski, No. 28609, 391 Ill. 298, 63 N.E.2d 362 (Ill. Sep. 19, 1945)
","Sep. 19, 1945",Illinois,Overruled by," 1.  People v. Flynn 
133 N.E.2d 257 , 8 Ill.2d 116 , Ill. , (NO. 33620 )
","Mar. 22, 1956"
"Supreme Court of Illinois. January 17, 1945 389 Ill. 425 59 N.E.2d 825
Extracted from page: 10
","In re Johnson's Estate, No. 28347, 389 Ill. 425, 59 N.E.2d 825 (Ill. Jan. 17, 1945)
","Jan. 17, 1945",Illinois,Overruled by," 1.  In re Alter’s Estate 
275 N.E.2d 364 , 49 Ill.2d 386 , 59 A.L.R.3d 965 , Ill. , (NO. 43711 )
","Sep. 30, 1971"
"Supreme Court of Illinois. November 21, 1945 391 Ill. 552 63 N.E.2d 863
Extracted from page: 11
","Lamere v. City of Chicago, No. 28214-28220, 391 Ill. 552, 63 N.E.2d 863 (Ill. Nov. 21, 1945)
","Nov. 21, 1945",Illinois,Overruled by," 1.  National Drag Racing Enterprises, Inc. v. Kendall County 
295 N.E.2d 712 , 54 Ill.2d 83 , Ill. , (NO. 44771 )
","Oct. 02, 1972"
"Supreme Court of Illinois. November 21, 1945 392 Ill. 138 64 N.E.2d 519
Extracted from page: 13
","Herb v. Pitcairn, No. 27275, 392 Ill. 138, 64 N.E.2d 519 (Ill. Nov. 21, 1945)
","Nov. 21, 1945",Illinois,Overruled by," 1.  Roth v. Northern Assur. Co. 
203 N.E.2d 415 , 32 Ill.2d 40 , 16 A.L.R.3d 442 , Ill. , (NO. 38537 )
","Nov. 24, 1964"
"Supreme Court of Illinois. January 31, 1883 105 Ill. 348 1883 WL 10138
Extracted from page: 14
","Steinman v. Steinman, 105 Ill. 348, 1883 WL 10138 (Ill. Jan. 31, 1883)
","Jan. 31, 1883",Illinois,Abrogated by," 1.  Martin v. Martin 
48 N.E. 694 , 170 Ill. 18 , Ill.
","Nov. 01, 1897"
"Supreme Court of Illinois. March 28, 1883 105 Ill. 596 1883 WL 10166
Extracted from page: 15
","McMahill v. McMahill, 105 Ill. 596, 44 Am. Rep. 819, 1883 WL 10166 (Ill. Mar. 28, 1883)
","Mar. 28, 1883",Illinois,Overruled by," 1.  Colbert v. Rings 
83 N.E. 274 , 231 Ill. 404 , Ill.
","Dec. 17, 1907"
"Supreme Court of Illinois. November 20, 1883 108 Ill. 91 1883 WL 10360
Extracted from page: 19
","Thomas v. Fame Ins. Co., 108 Ill. 91, 1883 WL 10360 (Ill. Nov. 20, 1883)
","Nov. 20, 1883",Illinois,Overruled by," 1.  Siddall v. Jansen 
30 N.E. 357 , 143 Ill. 537 , Ill.
","Mar. 24, 1892"
"Supreme Court of Illinois. March 16, 1943 383 Ill. 122 48 N.E.2d 530
Extracted from page: 21
","People v. Scott, No. 27030, 383 Ill. 122, 48 N.E.2d 530 (Ill. Mar. 16, 1943)
","Mar. 16, 1943",Illinois,Overruled by," 1.  People v. Spegal  
125 N.E.2d 468 , 5 Ill.2d 211 , 51 A.L.R.2d 1337 , Ill. , (NO. 33267 )
","Mar. 24, 1955"
"Supreme Court of Illinois. November 16, 1943 384 Ill. 511 51 N.E.2d 700
Extracted from page: 21
","People v. O'Hara, No. 27351, 384 Ill. 511, 51 N.E.2d 700 (Ill. Nov. 16, 1943)
","Nov. 16, 1943",Illinois,Overruled by," 1.  People v. Hill 
160 N.E.2d 779 , 17 Ill.2d 112 , Ill. , (NO. 35110 )
","May 22, 1959"
"Supreme Court of Illinois. July 24, 2008 229 Ill.2d 545 893 N.E.2d 631
Extracted from page: 26
","People v. Wear, No. 104181, 229 Ill. 2d 545, 893 N.E.2d 631, 323 Ill. Dec. 359, 2008 WL 2840571 (Ill. July 24, 2008)
","July 24, 2008",Illinois,Abrogated by," 1.  Lange v. California 
141 S.Ct. 2011 , 594 U.S. --- , 210 L.Ed.2d 486 , 21 Cal. Daily Op. Serv. 6095 , 28 Fla. L. Weekly Fed. S 969 , U.S.Cal. , (NO. 20-18 )
","June 23, 2021"
"Supreme Court of Illinois. October 05, 1987 118 Ill.2d 179 514 N.E.2d 983
Extracted from page: 33
","People v. Jackson, No. 63960, 118 Ill. 2d 179, 514 N.E.2d 983, 113 Ill. Dec. 71 (Ill. Oct. 05, 1987)
","Oct. 05, 1987",Illinois,Overruled by,"    1.  People v. Stefan  
586 N.E.2d 1239 , 166 Ill.Dec. 910 , 146 Ill.2d 324 , Ill. , (NO. 71612 )
","Jan. 23, 1992"
"Supreme Court of Illinois. February 20, 1987 115 Ill.2d 510 505 N.E.2d 336
Extracted from page: 36
","People v. Brooks, No. 62869, 115 Ill. 2d 510, 505 N.E.2d 336, 106 Ill. Dec. 30, 1987 WL 1577512 (Ill. Feb. 20, 1987)
","Feb. 20, 1987",Illinois,Abrogated by," 1.  People v. R.D. 
613 N.E.2d 706 , 184 Ill.Dec. 389 , 155 Ill.2d 122 , Ill. , (NO. 72268 , 72269 )
","Apr. 15, 1993"
"Supreme Court of Illinois. August 17, 1987 117 Ill.2d 230 512 N.E.2d 691
Extracted from page: 38
","Siemieniec v. Lutheran Gen. Hosp., No. 62251, 117 Ill. 2d 230, 512 N.E.2d 691, 111 Ill. Dec. 302, 56 USLW 2122, 1987 WL 1635516 (Ill. Aug. 17, 1987)
","Aug. 17, 1987",Illinois,Overruled by," 1.  Clark v. Children’s Memorial Hosp.  
955 N.E.2d 1065 , 353 Ill.Dec. 254 , 2011 IL 108,656 , Ill. , (NO. 108656 )
","May 06, 2011"
"Supreme Court of Illinois. February 20, 1987 116 Ill.2d 236 507 N.E.2d 494
Extracted from page: 38
","Barnes v. Southern Ry. Co., No. 63350, 116 Ill. 2d 236, 507 N.E.2d 494, 107 Ill. Dec. 581, 1987 WL 1577519 (Ill. Feb. 20, 1987)
","Feb. 20, 1987",Illinois,Overruled by," 1.  Miller v. Consolidated Rail Corp.  
671 N.E.2d 39 , 219 Ill.Dec. 374 , 173 Ill.2d 252 , Ill. , (NO. 79969 )
","June 20, 1996"
"Supreme Court of Illinois. June 18, 1998 183 Ill.2d 239 700 N.E.2d 981
Extracted from page: 47
","People v. DiVincenzo, No. 82942, 183 Ill. 2d 239, 700 N.E.2d 981, 233 Ill. Dec. 273, 1998 WL 328509 (Ill. June 18, 1998)
","June 18, 1998",Illinois,Abrogated by," 1.  People v. McDonald 
77 N.E.3d 26 , 412 Ill.Dec. 858 , 2016 IL 118,882 , Ill. , (NO. 118882 )
","Dec. 15, 2016"
"Supreme Court of Illinois. December 17, 1998 184 Ill.2d 462 705 N.E.2d 91
Extracted from page: 48
","People v. Lombardi, No. 83810, 184 Ill. 2d 462, 705 N.E.2d 91, 235 Ill. Dec. 478, 1998 WL 884572 (Ill. Dec. 17, 1998)
","Dec. 17, 1998",Illinois,Abrogated by," 1.  People v. Sharpe  
839 N.E.2d 492 , 298 Ill.Dec. 169 , 216 Ill.2d 481 , Ill. , (NO. 91874 )
","Oct. 06, 2005"
"Supreme Court of Illinois. March 18, 2004 209 Ill.2d 137 807 N.E.2d 377
Extracted from page: 59
","People v. Morris, No. 87645, 209 Ill. 2d 137, 807 N.E.2d 377, 282 Ill. Dec. 753, 2004 WL 538983 (Ill. Mar. 18, 2004)
","Mar. 18, 2004",Illinois,Overruled by," 1.  People v. Pitman 
813 N.E.2d 93 , 286 Ill.Dec. 36 , 211 Ill.2d 502 , Ill. , (NO. 95783 )
","June 17, 2004"
"Supreme Court of Illinois. February 21, 1905 214 Ill. 350 73 N.E. 585
Extracted from page: 4
","Illinois Cent. R. Co. v. Seitz, 214 Ill. 350, 73 N.E. 585, 105 Am. St. Rep. 108 (Ill. Feb. 21, 1905)
","Feb. 21, 1905",Illinois,Overruled by," 1.  Illinois Cent. Gulf R. Co. v. Sankey Bros., Inc. 
398 N.E.2d 3 , 34 Ill.Dec. 328 , 78 Ill.2d 56 , Ill. , (NO. 51744 )
","Dec. 03, 1979"
"Supreme Court of Illinois. November 18, 1999 189 Ill.2d 1 723 N.E.2d 230
Extracted from page: 9
","People v. Wright, No. 84721, 189 Ill. 2d 1, 723 N.E.2d 230, 243 Ill. Dec. 198, 1999 WL 1051995 (Ill. Nov. 18, 1999)
","Nov. 18, 1999",Illinois,Overruled by," 1.  People v. Boclair  
789 N.E.2d 734 , 273 Ill.Dec. 560 , 202 Ill.2d 89 , Ill. , (NO. 89388 , 89471 , 89534 )
","Aug. 29, 2002"
"Supreme Court of Illinois. October 22, 1982 93 Ill.2d 144 442 N.E.2d 841
Extracted from page: 22
","Childress v. Industrial Com'n, No. 55593, 93 Ill. 2d 144, 442 N.E.2d 841, 66 Ill. Dec. 280 (Ill. Oct. 22, 1982)
","Oct. 22, 1982",Illinois,Overruled by," 1.  McMahan v. Industrial Com’n  
702 N.E.2d 545 , 234 Ill.Dec. 205 , 183 Ill.2d 499 , Ill. , (NO. 84057 )
","Oct. 22, 1998"
"Supreme Court of Illinois. December 17, 1982 93 Ill.2d 231 443 N.E.2d 592
Extracted from page: 24
","Lurie v. Canadian Javelin Ltd., No. 54641, 93 Ill. 2d 231, 443 N.E.2d 592, 66 Ill. Dec. 666 (Ill. Dec. 17, 1982)
","Dec. 17, 1982",Illinois,Abrogated by," 1.  Brundidge v. Glendale Federal Bank, F.S.B.  
659 N.E.2d 909 , 213 Ill.Dec. 563 , 168 Ill.2d 235 , Ill. , (NO. 78132 )
","Nov. 22, 1995"
"Supreme Court of Illinois. May 22, 1952 412 Ill. 235 106 N.E.2d 367
Extracted from page: 29
","People v. Trobiani, No. 32239, 412 Ill. 235, 106 N.E.2d 367 (Ill. May 22, 1952)
","May 22, 1952",Illinois,Overruled by," 1.  People v. Spann 
169 N.E.2d 781 , 20 Ill.2d 338 , 96 A.L.R.2d 764 , Ill. , (NO. 35599 )
","Oct. 31, 1960"
"Supreme Court of Illinois. September 17, 1952 413 Ill. 257 108 N.E.2d 429
Extracted from page: 36
","Johnson v. Halpin, No. 32231, 413 Ill. 257, 108 N.E.2d 429 (Ill. Sep. 17, 1952)
","Sep. 17, 1952",Illinois,Overruled by," 1.  Thorpe v. Mahin 
250 N.E.2d 633 , 43 Ill.2d 36 , Ill. , (NO. 42342 )
","Aug. 14, 1969"
"Supreme Court of Illinois. January 23, 1959 15 Ill.2d 508 155 N.E.2d 588
Extracted from page: 36
","People v. Parker, No. 34916, 15 Ill. 2d 508, 155 N.E.2d 588 (Ill. Jan. 23, 1959)
","Jan. 23, 1959",Illinois,Abrogated by," 1.  People v. Schott 
582 N.E.2d 690 , 164 Ill.Dec. 127 , 145 Ill.2d 188 , Ill. , (NO. 70861 )
","Oct. 31, 1991"
"Supreme Court of Illinois. September 25, 1956 9 Ill.2d 400 137 N.E.2d 820
Extracted from page: 39
","People v. Clark, No. 33968, 9 Ill. 2d 400, 137 N.E.2d 820 (Ill. Sep. 25, 1956)
","Sep. 25, 1956",Illinois,Overruled by," 1.  People v. Watkins 
166 N.E.2d 433 , 19 Ill.2d 11 , Ill. , (NO. 35175 )
","Mar. 31, 1960"
"Supreme Court of Illinois. March 22, 1956 8 Ill.2d 164 133 N.E.2d 288
Extracted from page: 40
","Allendorf v. Elgin, J. & E. Ry. Co., No. 33394, 8 Ill. 2d 164, 133 N.E.2d 288, 79 A.L.R.2d 241 (Ill. Mar. 22, 1956)
","Mar. 22, 1956",Illinois,Abrogated by," 1.  Richardson v. Chapman  
676 N.E.2d 621 , 221 Ill.Dec. 818 , 175 Ill.2d 98 , Ill. , (NO. 79254 , 79302 )
","Jan. 30, 1997"
"Supreme Court of Illinois. April 25, 1973 54 Ill.2d 237 296 N.E.2d 342
Extracted from page: 45
","Lake Shore Auto Parts Co. v. Korzen, No. 44199, 54 Ill. 2d 237, 296 N.E.2d 342 (Ill. Apr. 25, 1973)
","Apr. 25, 1973",Illinois,Overruled by," 1.  Hanley v. Kusper  
337 N.E.2d 1 , 61 Ill.2d 452 , Ill. , (NO. 47036 , 47117 )
","Sep. 26, 1975"
"Supreme Court of Illinois. June 04, 1973 54 Ill.2d 384 297 N.E.2d 142
Extracted from page: 50
","People v. Torres, No. 41064, 54 Ill. 2d 384, 297 N.E.2d 142 (Ill. June 04, 1973)
","June 04, 1973",Illinois,Overruled by," 1.  People v. Royse  
457 N.E.2d 1217 , 75 Ill.Dec. 658 , 99 Ill.2d 163 , Ill. , (NO. 57152 )
","Dec. 16, 1983"
"Supreme Court of Illinois. November 30, 1973 56 Ill.2d 187 306 N.E.2d 16
Extracted from page: 51
","People v. Manzella, No. 45215, 56 Ill. 2d 187, 306 N.E.2d 16 (Ill. Nov. 30, 1973)
","Nov. 30, 1973",Illinois,Overruled by," 1.  People v. Huckstead 
440 N.E.2d 1248 , 65 Ill.Dec. 232 , 91 Ill.2d 536 , Ill. , (NO. 55506 )
","June 18, 1982"
"Supreme Court of Illinois. October 26, 1995 168 Ill.2d 107 658 N.E.2d 445
Extracted from page: 53
","People v. Arna, No. 77551, 168 Ill. 2d 107, 658 N.E.2d 445, 212 Ill. Dec. 963, 1995 WL 630778 (Ill. Oct. 26, 1995)
","Oct. 26, 1995",Illinois,Abrogated by," 1.  People v. Castleberry  
43 N.E.3d 932 , 398 Ill.Dec. 22 , 2015 IL 116,916 , Ill. , (NO. 116916 )
","Nov. 19, 2015"
"Supreme Court of Illinois. February 14, 1941 376 Ill. 138 33 N.E.2d 211
Extracted from page: 6
","Susemiehl v. Red River Lumber Co., No. 25798, 376 Ill. 138, 33 N.E.2d 211 (Ill. Feb. 14, 1941)
","Feb. 14, 1941",Illinois,Overruled by," 1.  Saunders v. Schultz 
170 N.E.2d 163 , 20 Ill.2d 301 , Ill. , (NO. 35570 )
","Sep. 29, 1960"
"Supreme Court of Illinois. November 24, 1941 378 Ill. 289 38 N.E.2d 2
Extracted from page: 10
","Rowan v. City of Shawneetown, No. 26426, 378 Ill. 289, 38 N.E.2d 2 (Ill. Nov. 24, 1941)
","Nov. 24, 1941",Illinois,Overruled by," 1.  People ex rel. McCarthy v. Firek  
125 N.E.2d 637 , 5 Ill.2d 317 , Ill. , (NO. 33408 )
","Mar. 24, 1955"
"Supreme Court of Illinois. April 15, 1941 376 Ill. 382 33 N.E.2d 593
Extracted from page: 11
","People v. Cohen, No. 26012, 376 Ill. 382, 33 N.E.2d 593 (Ill. Apr. 15, 1941)
","Apr. 15, 1941",Illinois,Overruled by," 1.  Schroers v. People 
78 N.E.2d 219 , 399 Ill. 428 , Ill. , (NO. 30429 )
","Mar. 18, 1948"
"Supreme Court of Illinois. June 13, 1941 376 Ill. 602 35 N.E.2d 54
Extracted from page: 12
","People v. Donovan, No. 26120, 376 Ill. 602, 35 N.E.2d 54 (Ill. June 13, 1941)
","June 13, 1941",Illinois,Overruled by," 1.  People v. Hamby 
129 N.E.2d 746 , 6 Ill.2d 559 , Ill. , (NO. 33480 )
","Sep. 23, 1955"
"Supreme Court of Illinois. June 17, 1941 377 Ill. 104 35 N.E.2d 355
Extracted from page: 13
","People ex rel. Larson v. Thompson, No. 26105, 377 Ill. 104, 35 N.E.2d 355, 140 A.L.R. 948 (Ill. June 17, 1941)
","June 17, 1941",Illinois,Overruled by," 1.  People ex rel. Stanfield v. Pennsylvania R. Co.  
121 N.E.2d 748 , 3 Ill.2d 524 , Ill. , (NO. 33198 )
","Sep. 23, 1954"
"Supreme Court of Illinois. June 01, 1879 92 Ill. 426 1879 WL 8543
Extracted from page: 14
","People ex rel. Bardill v. Holtz, 92 Ill. 426, 1879 WL 8543 (Ill. June 01, 1879)
","June 01, 1879",Illinois,Overruled by," 1.  People ex rel. Webber v. City of Spring Valley 
21 N.E. 843 , 129 Ill. 169 , Ill.
","June 15, 1889"
"Supreme Court of Illinois. September 01, 1879 93 Ill. 483 1879 WL 8639
Extracted from page: 17
","U.S. Mortgage Co. v. Gross, 93 Ill. 483, 1879 WL 8639 (Ill. Sep. 01, 1879)
","Sep. 01, 1879",Illinois,Overruled by," 1.  Stevens v. Pratt  
101 Ill. 206 , 1881 WL 10704 , Ill.
","Sep. 30, 1881"
"Supreme Court of Illinois. September 22, 1961 23 Ill.2d 161 177 N.E.2d 237
Extracted from page: 23
","People v. Stewart, No. 36498, 23 Ill. 2d 161, 177 N.E.2d 237 (Ill. Sep. 22, 1961)
","Sep. 22, 1961",Illinois,Abrogated by," 1.  People v. Robinson 
656 N.E.2d 1090 , 212 Ill.Dec. 256 , 167 Ill.2d 53 , Ill. , (NO. 76284 , 76352 )
","Sep. 21, 1995"
"Supreme Court of Illinois. September 22, 1961 23 Ill.2d 40 177 N.E.2d 233
Extracted from page: 25
","People v. Speice, No. 36288, 23 Ill. 2d 40, 177 N.E.2d 233 (Ill. Sep. 22, 1961)
","Sep. 22, 1961",Illinois,Overruled by," 1.  People v. Nunn 
304 N.E.2d 81 , 55 Ill.2d 344 , Ill. , (NO. 45560 )
","Oct. 01, 1973"
"Supreme Court of Illinois. April 01, 1859 22 Ill. 666 1859 WL 6955
Extracted from page: 26
","Coon v. Mason County, 22 Ill. 666, 12 Peck (IL) 666, 1859 WL 6955 (Ill. Apr. 01, 1859)
","Apr. 01, 1859",Illinois,Overruled by," 1.  Haines v. People 
97 Ill. 161 , 1880 WL 10175 , Ill.
","Nov. 20, 1880"
"Supreme Court of Illinois. January 01, 1859 21 Ill. 244 1859 WL 6743
Extracted from page: 27
","Smith v. Smith, 21 Ill. 244, 74 Am. Dec. 100, 11 Peck (IL) 244, 1859 WL 6743 (Ill. 1859)
","June 15, 1859",Illinois,Overruled by," 1.  Gregory v. King 
58 Ill. 169 , 1871 WL 7893 , 11 Am.Rep. 56 , Ill.
","June 15, 1871"
"Supreme Court of Illinois. October 31, 1892 143 Ill. 177 32 N.E. 389
Extracted from page: 31
","Joliet St. Ry. Co. v. Caul, 143 Ill. 177, 32 N.E. 389 (Ill. Oct. 31, 1892)
","Oct. 31, 1892",Illinois,Overruled by," 1.  People ex rel. Noren v. Dempsey 
139 N.E.2d 780 , 10 Ill.2d 288 , Ill. , (NO. 34076 )
","Jan. 24, 1957"
"Supreme Court of Illinois. October 31, 1892 143 Ill. 182 32 N.E. 182
Extracted from page: 32
","Gibson v. Leonard, 143 Ill. 182, 32 N.E. 182, 36 Am. St. Rep. 376, 17 L.R.A. 588 (Ill. Oct. 31, 1892)
","Oct. 31, 1892",Illinois,Overruled by," 1.  Dini v. Naiditch  
170 N.E.2d 881 , 20 Ill.2d 406 , 86 A.L.R.2d 1184 , Ill. , (NO. 35466 , 35721 )
","Sep. 30, 1960"
