DOCUMENT INFORMATION,PRIMARY CASE INFORMATION,PRIMARY CASE DATE,STATE,TREATMENT,TREATED CASE INFORMATION,TREATED CASE DATE
"2. July 27, 1966 244 Or. 251 417 P.2d 394
Extracted from page: 21
","Young v. Crown Zellerbach Corp., 244 Or. 251, 417 P.2d 394 (Or. July 27, 1966)
","July 27, 1966",Oregon,Overruled by," 1.  Maulding v. Clackamas County 
563 P.2d 731 , 278 Or. 359 , Or.
","May 10, 1977"
"Supreme Court of Oregon. October 10, 1951 192 Or. 611 236 P.2d 314
Extracted from page: 25
","Goldson v. Goldson, 192 Or. 611, 236 P.2d 314 (Or. Oct. 10, 1951)
","Oct. 10, 1951",Oregon,Overruled by," 1.  Shrout v. Shrout 
356 P.2d 935 , 224 Or. 521 , Or.
","Nov. 09, 1960"
"Supreme Court of Oregon. November 21, 1951 193 Or. 490 237 P.2d 963
Extracted from page: 25
","Arnold v. Arnold, 193 Or. 490, 237 P.2d 963 (Or. Nov. 21, 1951)
","Nov. 21, 1951",Oregon,Overruled by," 1.  McCulloch v. U. S. National Bank of Portland 
297 P.2d 1076 , 207 Or. 508 , Or.
","May 31, 1956"
"Supreme Court of Oregon. May 16, 1951 192 Or. 270 231 P.2d 771
Extracted from page: 26
","Branchfield v. McCulley, 192 Or. 270, 231 P.2d 771 (Or. May 16, 1951)
","May 16, 1951",Oregon,Overruled by," 1.  Smith v. Popham
513 P.2d 1172 , 266 Or. 625 , Or.
","Sep. 10, 1973"
"Supreme Court of Oregon. May 16, 1951 192 Or. 270 231 P.2d 771
Extracted from page: 26
","Branchfield v. McCulley, 192 Or. 270, 231 P.2d 771 (Or. May 16, 1951)
","May 16, 1951",Oregon,Overruled by," 2.  Garrison v. Seiber 
513 P.2d 1180 , 266 Or. 368 , Or.
","Sep. 10, 1973"
"28, 1993 316 Or. 437 852 P.2d 190
Extracted from page: 28
","State v. King, No. CA A69804, 316 Or. 437, 852 P.2d 190, 1993 WL 180076 (Or. May 28, 1993)
","May 28, 1993",Oregon,Abrogated by," 1.  Farmers Ins. Co. of Oregon v. Mowry  
261 P.3d 1 , 350 Or. 686 , Or. , (NO. CA A141214 , CC 080202045 , SC S058706 )
","Sep. 09, 2011"
"01, 1993 317 Or. 5 854 P.2d 926
Extracted from page: 33
","State v. Hancock, No. CA A65081, 317 Or. 5, 854 P.2d 926, 1993 WL 238962 (Or. July 01, 1993)
","July 01, 1993",Oregon,Abrogated by," 1.  State v. Birchfield  
157 P.3d 216 , 342 Or. 624 , Or. , (NO. SCS53363 )
","Apr. 19, 2007"
"Supreme Court of Oregon. March 23, 1993 315 Or. 500 849 P.2d 446
Extracted from page: 34
","Lloyd Corp., Ltd. v. Whiffen, No. A8803-01216, 315 Or. 500, 849 P.2d 446, 1993 WL 84991 (Or. Mar. 23, 1993)
","Mar. 23, 1993",Oregon,Abrogated by," 1.  Stranahan v. Fred Meyer, Inc.  
11 P.3d 228 , 331 Or. 38 , Or. , (NO. CA A88372 , SC S45547 )
","Sep. 14, 2000"
"1. July 06, 1955 205 Or. 126 286 P.2d 123
Extracted from page: 42
","Larson v. Papst, 205 Or. 126, 286 P.2d 123 (Or. July 06, 1955)
","July 06, 1955",Oregon,Overruled by," 1.  Hillman v. Northern Wasco County People’s Utility Dist. 
323 P.2d 664 , 213 Or. 264 , Or.
","Mar. 26, 1958"
"1. March 16, 1955 203 Or. 612 280 P.2d 992
Extracted from page: 42
","Hughes v. Flier, 203 Or. 612, 280 P.2d 992 (Or. Mar. 16, 1955)
","Mar. 16, 1955",Oregon,Overruled by," 1.  Head v. Lawrence  
403 P.2d 17 , 240 Or. 572 , Or.
","June 16, 1965"
"06, 1955 205 Or. 69 286 P.2d 115
Extracted from page: 43
","Williams v. Corbett, 205 Or. 69, 286 P.2d 115, 28 Lab. Cas. P 69392 (Or. July 06, 1955)
","July 06, 1955",Oregon,Overruled by," 1.  Godell v. Johnson 
418 P.2d 505 , 244 Or. 587 , Or.
","Sep. 28, 1966"
"1. October 12, 1955 206 Or. 125 290 P.2d 185
Extracted from page: 45
","Whang v. Houglum, 206 Or. 125, 290 P.2d 185 (Or. Oct. 12, 1955)
","Oct. 12, 1955",Oregon,Overruled by," 1.  Naber v. Thompson 
546 P.2d 467 , 274 Or. 309 , Or.
","Feb. 26, 1976"
"30, 1955 206 Or. 262 291 P.2d 749
Extracted from page: 45
","Application of Smallman, 206 Or. 262, 291 P.2d 749 (Or. Dec. 30, 1955)
","Dec. 30, 1955",Oregon,Overruled by," 1.  State v. Collis  
413 P.2d 53 , 243 Or. 222 , Or.
","Mar. 30, 1966"
"2. May 18, 1955 204 Or. 449 283 P.2d 658
Extracted from page: 46
","Cays v. McDaniel, 204 Or. 449, 283 P.2d 658 (Or. May 18, 1955)
","May 18, 1955",Oregon,Overruled by," 1.  Lewis v. Worldwide Imports, Inc.  
395 P.2d 922 , 238 Or. 580 , Or.
","Oct. 21, 1964"
"09, 1955 203 Or. 489 280 P.2d 301
Extracted from page: 48
","Landgraver v. Emanuel Lutheran Charity Bd., 203 Or. 489, 280 P.2d 301 (Or. Feb. 09, 1955)
","Feb. 09, 1955",Oregon,Overruled by," 1.  Hungerford v. Portland Sanitarium & Benev. Ass’n 
384 P.2d 1009 , 235 Or. 412 , Or.
","Sep. 05, 1963"
"Supreme Court of Oregon. September 09, 1955 205 Or. 286 287 P.2d 572
Extracted from page: 48
","Smith v. Smith, 205 Or. 286, 287 P.2d 572 (Or. Sep. 09, 1955)
","Sep. 09, 1955",Oregon,Abrogated by," 1.  Heino v. Harper  
759 P.2d 253 , 306 Or. 347 , Or. , (NO. CA A37137 , SC S33273 , TC A8404-02592 )
","Aug. 02, 1988"
"Supreme Court of Oregon. September 09, 1955 205 Or. 242 287 P.2d 585
Extracted from page: 48
","Apitz v. Dames, 205 Or. 242, 287 P.2d 585 (Or. Sep. 09, 1955)
","Sep. 09, 1955",Oregon,Abrogated by," 1.  Heino v. Harper  
759 P.2d 253 , 306 Or. 347 , Or. , (NO. CA A37137 , SC S33273 , TC A8404-02592 )
","Aug. 02, 1988"
"10, 1954 203 Or. 578 276 P.2d 386
Extracted from page: 49
","In re Meyer's Estate, 203 Or. 578, 276 P.2d 386 (Or. Nov. 10, 1954)
","Nov. 10, 1954",Oregon,Overruled by," 1.  Beardsley v. Hill 
348 P.2d 58 , 219 Or. 440 , Or.
","Dec. 23, 1959"
"Supreme Court of Oregon. March 24, 1954 200 Or. 678 268 P.2d 358
Extracted from page: 50
","Allen v. Allen, 200 Or. 678, 268 P.2d 358 (Or. Mar. 24, 1954)
","Mar. 24, 1954",Oregon,Overruled by," 1.  Hawkins v. Hawkins 
504 P.2d 709 , 264 Or. 221 , Or.
","Dec. 29, 1972"
"10, 1954 201 Or. 406 266 P.2d 686
Extracted from page: 50
","Kleinschmidt v. Matthieu, 201 Or. 406, 266 P.2d 686 (Or. Feb. 10, 1954)
","Feb. 10, 1954",Oregon,Overruled by," 1.  Binder v. Oregon Bank  
585 P.2d 655 , 284 Or. 89 , Or. , (NO. A 7609-12570 , SC 25512 )
","Oct. 24, 1978"
"17, 1954 202 Or. 671 276 P.2d 416
Extracted from page: 51
","Celorie v. Roberts Bros., Inc., 202 Or. 671, 276 P.2d 416 (Or. Nov. 17, 1954)
","Nov. 17, 1954",Oregon,Overruled by," 1.  Robbins v. Steve Wilson Co.  
463 P.2d 585 , 255 Or. 4 , Or.
","Jan. 14, 1970"
"10, 1954 200 Or. 450 266 P.2d 427
Extracted from page: 52
","Rosa v. Briggs, 200 Or. 450, 266 P.2d 427 (Or. Feb. 10, 1954)
","Feb. 10, 1954",Oregon,Overruled by," 1.  Johnson v. Kolovos 
355 P.2d 1115 , 224 Or. 266 , Or.
","Oct. 12, 1960"
"08, 1954 204 Or. 460 277 P.2d 754
Extracted from page: 52
","State v. Elliott, 204 Or. 460, 277 P.2d 754 (Or. Dec. 08, 1954)
","Dec. 08, 1954",Oregon,Abrogated by," 1.  Farmers Ins. Co. of Oregon v. Mowry  
261 P.3d 1 , 350 Or. 686 , Or. , (NO. CA A141214 , CC 080202045 , SC S058706 )
","Sep. 09, 2011"
"17, 1954 201 Or. 426 271 P.2d 1059
Extracted from page: 54
","Fischer v. Howard, 201 Or. 426, 271 P.2d 1059, 49 A.L.R.2d 1301 (Or. June 17, 1954)
","June 17, 1954",Oregon,Overruled by," 1.  Stein v. Handy 
319 P.2d 935 , 212 Or. 225 , Or.
","Dec. 24, 1957"
"17, 1987 303 Or. 23 734 P.2d 1344
Extracted from page: 55
","Kimbler v. Stillwell, No. CA A34559, 303 Or. 23, 734 P.2d 1344 (Or. Mar. 17, 1987)
","Mar. 17, 1987",Oregon,Overruled by," 1.  Buchler v. State By and Through Oregon Corrections Div.  
853 P.2d 798 , 316 Or. 499 , Or. , (NO. CA A60439 , CC 87-2012 , CC 87-2024 , SC S37882 )
","June 04, 1993"
"13, 1899 33 Or. 524 55 P. 1075
Extracted from page: 1
","State v. Harper, 33 Or. 524, 55 P. 1075 (Or. Feb. 13, 1899)
","Feb. 13, 1899",Oregon,Overruled by," 1.  State v. Abbott  
552 P.2d 238 , 275 Or. 611 , Or.
","July 22, 1976"
"29, 1899 35 Or. 176 57 P. 322
Extracted from page: 5
","Beale v. Hite, 35 Or. 176, 57 P. 322 (Or. May 29, 1899)
","May 29, 1899",Oregon,Overruled by," 1.  Boe v. Arnold 
102 P. 290 , 54 Or. 52 , 20 Am.Ann.Cas. 533 , Or.
","June 01, 1909"
"07, 1899 35 Or. 202 58 P. 95
Extracted from page: 7
","Altschul v. O'Neill, 35 Or. 202, 58 P. 95 (Or. Aug. 07, 1899)
","Aug. 07, 1899",Oregon,Overruled by," 1.  Boe v. Arnold 
102 P. 290 , 54 Or. 52 , 20 Am.Ann.Cas. 533 , Or.
","June 01, 1909"
"29, 1902 42 Or. 299 70 P. 1031
Extracted from page: 10
","Williams v. Wilson, 42 Or. 299, 70 P. 1031, 95 Am. St. Rep. 745 (Or. Dec. 29, 1902)
","Dec. 29, 1902",Oregon,Abrogated by," 1.  Franklin v. Spencer  
789 P.2d 643 , 309 Or. 476 , Or. , (NO. CA A44858 , CC 86-1253 , CC 86-1288 , SC S36409 )
","Mar. 27, 1990"
"2. November 02, 1956 208 Or. 536 303 P.2d 211
Extracted from page: 12
","Gill v. Meier & Frank Co., 208 Or. 536, 303 P.2d 211 (Or. Nov. 02, 1956)
","Nov. 02, 1956",Oregon,Overruled by," 1.  Pribble v. Safeway Stores, Inc. 
437 P.2d 745 , 249 Or. 184 , Or.
","Feb. 21, 1968"
"01, 1973 265 Or. 597 510 P.2d 549
Extracted from page: 15
","Weinberger v. Rall, 265 Or. 597, 510 P.2d 549 (Or. June 01, 1973)
","June 01, 1973",Oregon,Overruled by," 1.  Tischhauser v. Trottman 
531 P.2d 905 , 271 Or. 267 , Or.
","Feb. 13, 1975"
"Supreme Court of Oregon. May 17, 1973 265 Or. 433 509 P.2d 1197
Extracted from page: 15
","Pedah Co. v. Hunt, 265 Or. 433, 509 P.2d 1197 (Or. May 17, 1973)
","May 17, 1973",Oregon,Overruled by," 1.  Rexnord, Inc. v. Ferris  
657 P.2d 673 , 294 Or. 392 , Or. , (NO. 19104 , SC 28419 )
","Jan. 18, 1983"
"31, 1973 267 Or. 414 517 P.2d 653
Extracted from page: 17
","Babler Bros., Inc. v. Hebener, 267 Or. 414, 517 P.2d 653 (Or. Dec. 31, 1973)
","Dec. 31, 1973",Oregon,Disavowed by," 1.  Illingworth v. Bushong 
688 P.2d 379 , 297 Or. 675 , 39 UCC Rep.Serv. 903 , Or. , (NO. CA A20104 , SC 29315 , TC 80-108-L )
","Sep. 05, 1984"
"Supreme Court of Oregon. June 21, 1932 140 Or. 326 12 P.2d 564
Extracted from page: 21
","Peterson v. State Indus. Acc. Commission, 140 Or. 326, 12 P.2d 564 (Or. June 21, 1932)
","June 21, 1932",Oregon,Overruled by," 1.  State Indus. Acc. Commission v. Eggiman  
139 P.2d 565 , 172 Or. 19 , Or.
","June 29, 1943"
"Supreme Court of Oregon. September 06, 1932 140 Or. 538 13 P.2d 647
Extracted from page: 24
","Allegretto v. Oregon Automobile Ins. Co., 140 Or. 538, 13 P.2d 647 (Or. Sep. 06, 1932)
","Sep. 06, 1932",Oregon,Overruled by," 1.  Bailey v. Universal Underwriters Ins. Co.  
474 P.2d 746 , 258 Or. 201 , Or.
","Sep. 23, 1970"
"Supreme Court of Oregon. July 11, 1932 140 Or. 100 12 P.2d 1027
Extracted from page: 25
","Johnston v. Circuit Court for Multnomah County, 140 Or. 100, 12 P.2d 1027 (Or. July 11, 1932)
","July 11, 1932",Oregon,Overruled by," 1.  State v. Jackson  
365 P.2d 294 , 228 Or. 371 , 89 A.L.R.2d 1225 , Or.
","Oct. 04, 1961"
"Supreme Court of Oregon. July 12, 1932 140 Or. 128 13 P.2d 347
Extracted from page: 25
","State v. Moltzner, 140 Or. 128, 13 P.2d 347 (Or. July 12, 1932)
","July 12, 1932",Oregon,Overruled by," 1.  State v. Kuhnhausen  
266 P.2d 698 , 201 Or. 478 , Or.
","Feb. 10, 1954"
"Supreme Court of Oregon. August 01, 1932 140 Or. 518 13 P.2d 360
Extracted from page: 27
","Shain v. Meier & Frank Co., 140 Or. 518, 13 P.2d 360 (Or. Aug. 01, 1932)
","Aug. 01, 1932",Oregon,Overruled by," 1.  Beglau v. Albertus 
536 P.2d 1251 , 272 Or. 170 , Or.
","June 12, 1975"
"Supreme Court of Oregon. March 01, 1932 139 Or. 105 8 P.2d 578
Extracted from page: 28
","Williams v. Dale, 139 Or. 105, 8 P.2d 578, 82 A.L.R. 922 (Or. Mar. 01, 1932)
","Mar. 01, 1932",Oregon,Overruled by," 1.  Wimer v. Miller
383 P.2d 1005 , 235 Or. 25 , Or.
","July 15, 1963"
"Supreme Court of Oregon. March 01, 1932 139 Or. 105 8 P.2d 578
Extracted from page: 28
","Williams v. Dale, 139 Or. 105, 8 P.2d 578, 82 A.L.R. 922 (Or. Mar. 01, 1932)
","Mar. 01, 1932",Oregon,Overruled by," 2.  Peterson v. State Farm Mut. Auto. Ins. Co. 
393 P.2d 651 , 238 Or. 106 , Or.
","June 24, 1964"
"Supreme Court of Oregon. September 10, 1971 259 Or. 583 488 P.2d 436
Extracted from page: 30
","Stachniewicz v. Mar-Cam Corp., 259 Or. 583, 488 P.2d 436 (Or. Sep. 10, 1971)
","Sep. 10, 1971",Oregon,Overruled by," 1.  Davis v. Billy’s Con-Teena, Inc. 
587 P.2d 75 , 284 Or. 351 , Or. , (NO. SC 25614 , TC A7707-09630 )
","Nov. 29, 1978"
"2. April 14, 1971 258 Or. 398 483 P.2d 458
Extracted from page: 33
","Harty v. Bye, 258 Or. 398, 483 P.2d 458 (Or. Apr. 14, 1971)
","Apr. 14, 1971",Oregon,Disavowed by," 1.  Illingworth v. Bushong 
688 P.2d 379 , 297 Or. 675 , 39 UCC Rep.Serv. 903 , Or. , (NO. CA A20104 , SC 29315 , TC 80-108-L )
","Sep. 05, 1984"
"Supreme Court of Oregon. September 10, 1971 260 Or. 14 488 P.2d 416
Extracted from page: 34
","Gaul v. Tourtellotte, 260 Or. 14, 488 P.2d 416 (Or. Sep. 10, 1971)
","Sep. 10, 1971",Oregon,Abrogated by," 1.  Peterson v. Temple  
918 P.2d 413 , 323 Or. 322 , Or. , (NO. CA A82008 , SC S41805 )
","June 13, 1996"
"Supreme Court of Oregon. December 01, 1971 260 Or. 493 491 P.2d 203
Extracted from page: 34
","Josephs v. Burns, 260 Or. 493, 491 P.2d 203, 1971 WL 319483 (Or. Dec. 01, 1971)
","Dec. 01, 1971",Oregon,Abrogated by," 1.  Smothers v. Gresham Transfer, Inc.  
23 P.3d 333 , 332 Or. 83 , Or. , (NO. CA A90805 , SC S44512 )
","May 10, 2001"
"Supreme Court of Oregon. May 13, 1924 111 Or. 165 225 P. 727
Extracted from page: 38
","Johnson v. Berns, 111 Or. 165, 225 P. 727 (Or. May 13, 1924)
","May 13, 1924",Oregon,Overruled by," 1.  Olson v. Pixler 
6 P.2d 23 , 138 Or. 250 , Or.
","Dec. 22, 1931"
"Supreme Court of Oregon. October 07, 1924 112 Or. 194 229 P. 369
Extracted from page: 38
","Burns v. La Fountaine, 112 Or. 194, 229 P. 369 (Or. Oct. 07, 1924)
","Oct. 07, 1924",Oregon,Overruled by," 1.  Rogue Valley Memorial Hospital v. Salem Ins. Agency, Inc. 
510 P.2d 845 , 265 Or. 603 , Or.
","June 01, 1973"
"Supreme Court of Oregon. February 19, 1924 110 Or. 110 223 P. 238
Extracted from page: 39
","In re Demitro, 110 Or. 110, 223 P. 238 (Or. Feb. 19, 1924)
","Feb. 19, 1924",Oregon,Overruled by," 1.  Stroh v. State Acc. Ins. Fund 
492 P.2d 472 , 261 Or. 117 , Or.
","Jan. 12, 1972"
"Supreme Court of Oregon. May 27, 1924 111 Or. 388 226 P. 235
Extracted from page: 40
","Banfield v. Crispen, 111 Or. 388, 226 P. 235 (Or. May 27, 1924)
","May 27, 1924",Oregon,Overruled by," 1.  Godell v. Johnson 
418 P.2d 505 , 244 Or. 587 , Or.
","Sep. 28, 1966"
"Supreme Court of Oregon. February 26, 1924 110 Or. 257 223 P. 541
Extracted from page: 41
","Harlow v. Clow, 110 Or. 257, 223 P. 541 (Or. Feb. 26, 1924)
","Feb. 26, 1924",Oregon,Overruled by," 1.  Application of Landreth 
324 P.2d 475 , 213 Or. 205 , Or.
","Apr. 16, 1958"
"03, 1888 15 Or. 563 16 P. 422
Extracted from page: 42
","Buchanan v. Beck, 15 Or. 563, 16 P. 422 (Or. Jan. 03, 1888)
","Jan. 03, 1888",Oregon,Overruled by," 1.  Snow v. Tompkins  
286 P.2d 119 , 205 Or. 60 , Or.
","July 06, 1955"
"Supreme Court of Oregon. June 03, 1947 181 Or. 270 181 P.2d 128
Extracted from page: 44
","McMillan v. Kik, 181 Or. 270, 181 P.2d 128 (Or. June 03, 1947)
","June 03, 1947",Oregon,Overruled by," 1.  Godell v. Johnson 
418 P.2d 505 , 244 Or. 587 , Or.
","Sep. 28, 1966"
"23, 1947 181 Or. 643 184 P.2d 866
Extracted from page: 44
","Cooke v. Traver, 181 Or. 643, 184 P.2d 866 (Or. Sep. 23, 1947)
","Sep. 23, 1947",Oregon,Overruled by," 1.  Pohrman v. Klamath County Com’rs 
538 P.2d 70 , 272 Or. 390 , Or.
","June 26, 1975"
"18, 1947 180 Or. 495 177 P.2d 406
Extracted from page: 44
","In re Suspension of License by Or. Liquor Control Commission, 180 Or. 495, 177 P.2d 406 (Or. Feb. 18, 1947)
","Feb. 18, 1947",Oregon,Overruled by," 1.  Yancy v. Shatzer  
97 P.3d 1161 , 337 Or. 345 , Or. , (NO. CA A114776 , CC0008-08313 , SC S50280 )
","Sep. 16, 2004"
"18, 1947 180 Or. 495 177 P.2d 406
Extracted from page: 44
","In re Suspension of License by Or. Liquor Control Commission, 180 Or. 495, 177 P.2d 406 (Or. Feb. 18, 1947)
","Feb. 18, 1947",Oregon,Abrogated by," 2.  Kay v. David Douglas School Dist. No. 40
738 P.2d 1389 , 303 Or. 574 , 40 Ed. Law Rep. 1027 , Or. , (NO. CA A32742 , SC S33089 , TC A8404-02438 )
","July 08, 1987"
"Supreme Court of Oregon. April 08, 1947 181 Or. 157 179 P.2d 278
Extracted from page: 45
","State ex rel. Blackwell v. Blackwell, 181 Or. 157, 179 P.2d 278 (Or. Apr. 08, 1947)
","Apr. 08, 1947",Oregon,Overruled by," 1.  State ex rel. Hathaway v. Hart 
708 P.2d 1137 , 300 Or. 231 , Or. , (NO. CA A24959 , CC D8201-66193 , SC S31364 )
","Nov. 05, 1985"
"Supreme Court of Oregon. January 15, 1947 180 Or. 275 176 P.2d 648
Extracted from page: 46
","Nelson v. Nelson, 180 Or. 275, 176 P.2d 648 (Or. Jan. 15, 1947)
","Jan. 15, 1947",Oregon,Overruled by," 1.  Rea v. Rea  
245 P.2d 884 , 195 Or. 252 , 35 A.L.R.2d 612 , Or.
","June 18, 1952"
"Supreme Court of Oregon. January 15, 1947 180 Or. 459 176 P.2d 636
Extracted from page: 46
","State ex rel. Peterson v. Martin, 180 Or. 459, 176 P.2d 636 (Or. Jan. 15, 1947)
","Jan. 15, 1947",Oregon,Overruled by," 1.  Safeway Stores v. State Bd. of Agriculture  
255 P.2d 564 , 198 Or. 43 , Or.
","Mar. 25, 1953"
"Supreme Court of Oregon. January 17, 1950 187 Or. 688 213 P.2d 797
Extracted from page: 52
","Wilder v. Haworth, 187 Or. 688, 213 P.2d 797 (Or. Jan. 17, 1950)
","Jan. 17, 1950",Oregon,Overruled by," 1.  Frohs v. Greene 
452 P.2d 564 , 253 Or. 1 , Or.
","Apr. 02, 1969"
"Supreme Court of Oregon. August 29, 1950 189 Or. 593 221 P.2d 583
Extracted from page: 52
","Wells v. Nibler, 189 Or. 593, 221 P.2d 583 (Or. Aug. 29, 1950)
","Aug. 29, 1950",Oregon,Overruled by," 1.  Quick v. Andresen 
395 P.2d 154 , 238 Or. 433 , Or.
","Sep. 10, 1964"
"Supreme Court of Oregon. March 21, 1950 188 Or. 396 216 P.2d 262
Extracted from page: 53
","Kudrna v. Adamski, 188 Or. 396, 216 P.2d 262, 16 A.L.R.2d 1297 (Or. Mar. 21, 1950)
","Mar. 21, 1950",Oregon,Overruled by," 1.  Taylor v. Bergeron 
449 P.2d 147 , 252 Or. 247 , Or.
","Jan. 15, 1969"
"Supreme Court of Oregon. March 14, 1950 188 Or. 378 215 P.2d 986
Extracted from page: 53
","White v. Keller, 188 Or. 378, 215 P.2d 986 (Or. Mar. 14, 1950)
","Mar. 14, 1950",Oregon,Overruled by," 1.  Johnson v. Los Angeles-Seattle Motor Exp., Inc.  
352 P.2d 1091 , 222 Or. 377 , Or.
","June 08, 1960"
"Supreme Court of Oregon. April 04, 1950 189 Or. 59 216 P.2d 686
Extracted from page: 54
","Moe v. Alsop, 189 Or. 59, 216 P.2d 686 (Or. Apr. 04, 1950)
","Apr. 04, 1950",Oregon,Overruled by," 1.  Bay Creek Lumber & Mfg. Co. v. Cesla 
324 P.2d 244 , 213 Or. 316 , Or.
","Apr. 23, 1958"
"Supreme Court of Oregon. February 15, 1950 188 Or. 158 214 P.2d 1000
Extracted from page: 55
","Garbade v. City of Portland, 188 Or. 158, 214 P.2d 1000 (Or. Feb. 15, 1950)
","Feb. 15, 1950",Oregon,Overruled by," 1.  Multnomah County v. Mittleman  
552 P.2d 242 , 275 Or. 545 , Or.
","July 15, 1976"
"04, 1994 319 Or. 417 879 P.2d 156
Extracted from page: 57
","Neher v. Chartier, No. CA A75617, 319 Or. 417, 879 P.2d 156, 1994 WL 409324 (Or. Aug. 04, 1994)
","Aug. 04, 1994",Oregon,Abrogated by," 1.  Storm v. McClung  
47 P.3d 476 , 334 Or. 210 , Or. , (NO. CA A99618 , SC S47680 , SC S47713 )
","June 07, 2002"
"29, 1894 25 Or. 314 35 P. 660
Extracted from page: 3
","Budd v. United Carriage Co., 25 Or. 314, 35 P. 660, 27 L.R.A. 279 (Or. Jan. 29, 1894)
","Jan. 29, 1894",Oregon,Overruled by," 1.  Simpson v. Gray Line Co. 
358 P.2d 516 , 226 Or. 71 , Or.
","Jan. 05, 1961"
"16, 1890 20 Or. 190 25 P. 386
Extracted from page: 4
","Cook v. City of Albina, 20 Or. 190, 25 P. 386, 1890 WL 87 (Or. Dec. 16, 1890)
","Dec. 16, 1890",Oregon,Overruled by," 1.  Dibble v. David Hodes Co. 
277 P. 820 , 132 Or. 596 , Or.
","May 28, 1929"
"16, 1890 20 Or. 202 25 P. 396
Extracted from page: 5
","Friendly v. Lee, 20 Or. 202, 25 P. 396 (Or. Dec. 16, 1890)
","Dec. 16, 1890",Oregon,Overruled by," 1.  State v. Sutton 
450 P.2d 748 , 253 Or. 24 , Or.
","Feb. 19, 1969"
