DOCUMENT INFORMATION,PRIMARY CASE INFORMATION,PRIMARY CASE DATE,STATE,TREATMENT,TREATED CASE INFORMATION,TREATED CASE DATE
"Supreme Court of Georgia. September 19, 1934 179 Ga. 503 176 S.E. 376
Extracted from page: 31
","Pinson v. Beamer, No. 9913, 179 Ga. 503, 176 S.E. 376 (Ga. Sep. 19, 1934)
","Sep. 19, 1934",Georgia,Overruled by," 1.  Kinney v. Crow 
199 S.E. 198 , 186 Ga. 851 , Ga. , (NO. 12466 )
","Oct. 11, 1938"
"Supreme Court of Georgia. November 08, 1957 213 Ga. 654 100 S.E.2d 731
Extracted from page: 33
","Artistic Ornamental Iron Co. v. Wilkes, No. 19879, 213 Ga. 654, 100 S.E.2d 731 (Ga. Nov. 08, 1957)
","Nov. 08, 1957",Georgia,Overruled by," 1.  Barry v. Stanco Communications Products, Inc. 
252 S.E.2d 491 , 243 Ga. 68 , 1979-1 Trade Cases P 62,715 , Ga. , (NO. 34265 )
","Feb. 06, 1979"
"Supreme Court of Georgia. September 06, 1957 213 Ga. 472 99 S.E.2d 890
Extracted from page: 36
","Verner v. McLarty, No. 19774, 213 Ga. 472, 99 S.E.2d 890 (Ga. Sep. 06, 1957)
","Sep. 06, 1957",Georgia,Overruled by," 1.  Ward v. Watkins 
135 S.E.2d 421 , 219 Ga. 629 , Ga. , (NO. 22273 )
","Feb. 06, 1964"
"Supreme Court of Georgia. October 11, 1946 201 Ga. 482 40 S.E.2d 85
Extracted from page: 37
","Luke v. Ellis, No. 15555, 201 Ga. 482, 40 S.E.2d 85 (Ga. Oct. 11, 1946)
","Oct. 11, 1946",Georgia,Overruled by," 1.  Gillen v. Bostick 
215 S.E.2d 676 , 234 Ga. 308 , Ga. , (NO. 29784 )
","Apr. 29, 1975"
"Supreme Court of Georgia. April 03, 1946 200 Ga. 598 37 S.E.2d 802
Extracted from page: 39
","Weaver v. State, No. 15422, 200 Ga. 598, 37 S.E.2d 802 (Ga. Apr. 03, 1946)
","Apr. 03, 1946",Georgia,Overruled by," 1.  Milton v. State 
262 S.E.2d 789 , 245 Ga. 20 , Ga. , (NO. 35477 )
","Jan. 04, 1980"
"Supreme Court of Georgia. November 22, 1960 216 Ga. 510 117 S.E.2d 528
Extracted from page: 41
","Blalock v. Spiker, No. 21075, 216 Ga. 510, 117 S.E.2d 528 (Ga. Nov. 22, 1960)
","Nov. 22, 1960",Georgia,Overruled by," 1.  Murphy v. Harding 
140 S.E.2d 852 , 220 Ga. 634 , Ga. , (NO. 22736 )
","Feb. 10, 1965"
"Supreme Court of Georgia. February 11, 1960 215 Ga. 684 113 S.E.2d 126
Extracted from page: 41
","Jarvis v. Risner, No. 20720, 215 Ga. 684, 113 S.E.2d 126 (Ga. Feb. 11, 1960)
","Feb. 11, 1960",Georgia,Overruled by," 1.  Murphy v. Harding 
140 S.E.2d 852 , 220 Ga. 634 , Ga. , (NO. 22736 )
","Feb. 10, 1965"
"Supreme Court of Georgia. February 11, 1960 215 Ga. 683 113 S.E.2d 125
Extracted from page: 41
","Walton v. Chatham, No. 20751, 215 Ga. 683, 113 S.E.2d 125 (Ga. Feb. 11, 1960)
","Feb. 11, 1960",Georgia,Overruled by," 1.  Murphy v. Harding 
140 S.E.2d 852 , 220 Ga. 634 , Ga. , (NO. 22736 )
","Feb. 10, 1965"
"Supreme Court of Georgia. May 05, 1960 216 Ga. 19 114 S.E.2d 373
Extracted from page: 42
","Gaskins v. Beasley, No. 20849, 216 Ga. 19, 114 S.E.2d 373 (Ga. May 05, 1960)
","May 05, 1960",Georgia,Overruled by," 1.  Perkins v. Courson 
135 S.E.2d 388 , 219 Ga. 611 , Ga. , (NO. 22248 )
","Feb. 06, 1964"
"Supreme Court of Georgia. November 15, 1960 216 Ga. 476 117 S.E.2d 316
Extracted from page: 43
","Vickers v. City of Fitzgerald, No. 20994, 216 Ga. 476, 117 S.E.2d 316 (Ga. Nov. 15, 1960)
","Nov. 15, 1960",Georgia,Overruled by," 1.  City of Chamblee v. Maxwell 
452 S.E.2d 488 , 264 Ga. 635 , Ga. , (NO. S94G0850 )
","Nov. 21, 1994"
"Supreme Court of Georgia. March 15, 1960 215 Ga. 811 114 S.E.2d 29
Extracted from page: 43
","Vulcan Materials Co. v. Griffith, No. 20706, 215 Ga. 811, 114 S.E.2d 29 (Ga. Mar. 15, 1960)
","Mar. 15, 1960",Georgia,Overruled by," 1.  Cross v. Hall County
235 S.E.2d 379 , 238 Ga. 709 , Ga. , (NO. 31937 )
","Apr. 27, 1977"
"Supreme Court of Georgia. March 15, 1960 215 Ga. 811 114 S.E.2d 29
Extracted from page: 43
","Vulcan Materials Co. v. Griffith, No. 20706, 215 Ga. 811, 114 S.E.2d 29 (Ga. Mar. 15, 1960)
","Mar. 15, 1960",Georgia,Overruled by," 2.  East Lands, Inc. v. Floyd County 
262 S.E.2d 51 , 244 Ga. 761 , Ga. , (NO. 35178 )
","Oct. 16, 1979"
"Supreme Court of Georgia. February 11, 1960 215 Ga. 692 113 S.E.2d 203
Extracted from page: 43
","Crow v. McCallum, No. 20726, 215 Ga. 692, 113 S.E.2d 203 (Ga. Feb. 11, 1960)
","Feb. 11, 1960",Georgia,Overruled by," 1.  Marsh v. Clarke County School Dist. 
732 S.E.2d 443 , 292 Ga. 28 , 284 Ed. Law Rep. 1129 , 12 FCDR 3154 , 12 FCDR 3603 , Ga. , (NO. S12A1568 )
","Oct. 15, 2012"
"Supreme Court of Georgia. May 09, 1950 207 Ga. 7 59 S.E.2d 720
Extracted from page: 48
","Sanders v. Harlem Baptist Church, No. 17076, 207 Ga. 7, 59 S.E.2d 720 (Ga. May 09, 1950)
","May 09, 1950",Georgia,Overruled by," 1.  Calvary Independent Baptist Church v. City of Rome 
66 S.E.2d 726 , 208 Ga. 312 , Ga. , (NO. 17537 )
","Sep. 10, 1951"
"Supreme Court of Georgia. July 11, 1950 207 Ga. 144 60 S.E.2d 433
Extracted from page: 49
","Fountain v. State, No. 17155, 207 Ga. 144, 60 S.E.2d 433 (Ga. July 11, 1950)
","July 11, 1950",Georgia,Overruled by," 1.  Lavender v. State 
216 S.E.2d 855 , 234 Ga. 608 , Ga. , (NO. 29931 )
","June 17, 1975"
"Supreme Court of Georgia. March 15, 1950 206 Ga. 674 58 S.E.2d 421
Extracted from page: 49
","Walker v. Steele, No. 17027, 206 Ga. 674, 58 S.E.2d 421 (Ga. Mar. 15, 1950)
","Mar. 15, 1950",Georgia,Overruled by," 1.  Dutton v. Freeman 
99 S.E.2d 204 , 213 Ga. 445 , Ga. , (NO. 19740 )
","July 03, 1957"
"Supreme Court of Georgia. February 15, 1950 206 Ga. 576 58 S.E.2d 160
Extracted from page: 52
","Darnell v. Tate, No. 16957, 206 Ga. 576, 58 S.E.2d 160 (Ga. Feb. 15, 1950)
","Feb. 15, 1950",Georgia,Overruled by," 1.  Calvary Independent Baptist Church v. City of Rome 
66 S.E.2d 726 , 208 Ga. 312 , Ga. , (NO. 17537 )
","Sep. 10, 1951"
"Supreme Court of Georgia. March 14, 1950 206 Ga. 707 58 S.E.2d 407
Extracted from page: 52
","Carrigan v. State, No. 17024, 206 Ga. 707, 58 S.E.2d 407 (Ga. Mar. 14, 1950)
","Mar. 14, 1950",Georgia,Overruled by," 1.  Dunagan v. State 
502 S.E.2d 726 , 269 Ga. 590 , Ga. , (NO. S98A0421 )
","July 16, 1998"
"Supreme Court of Georgia. May 21, 1992 262 Ga. 210 416 S.E.2d 498
Extracted from page: 53
","DeKalb County v. Wideman, No. S91G1508, 262 Ga. 210, 416 S.E.2d 498, 1992 WL 111624 (Ga. May 21, 1992)
","May 21, 1992",Georgia,Abrogated by,"    1.  Lee v. State Farm Mut. Ins. Co. 
533 S.E.2d 82 , 272 Ga. 583 , 89 A.L.R.5th 711 , FCDR 2579 , Ga. , (NO. S99G1523 )
","July 10, 2000"
"Supreme Court of Georgia. May 21, 1992 262 Ga. 229 416 S.E.2d 512
Extracted from page: 54
","Fisher v. Fredrickson, No. S92A0428, 262 Ga. 229, 416 S.E.2d 512, 1992 WL 111633 (Ga. May 21, 1992)
","May 21, 1992",Georgia,Overruled by," 1.  Andrews v. Whitaker 
453 S.E.2d 735 , 265 Ga. 76 , Ga. , (NO. S94A1551 )
","Feb. 27, 1995"
"Supreme Court of Georgia. October 16, 1992 262 Ga. 510 421 S.E.2d 528
Extracted from page: 54
","Lively v. State, No. S92P0666, 262 Ga. 510, 421 S.E.2d 528, 1992 WL 301860 (Ga. Oct. 16, 1992)
","Oct. 16, 1992",Georgia,Overruled by," 1.  Willis v. State 
820 S.E.2d 640 , 304 Ga. 686 , Ga. , (NO. S18P0915 )
","Oct. 22, 2018"
"Supreme Court of Georgia. May 22, 1992 262 Ga. 236 416 S.E.2d 516
Extracted from page: 55
","Vance v. State, No. S92A0222, 262 Ga. 236, 416 S.E.2d 516, 1992 WL 111637 (Ga. May 22, 1992)
","May 22, 1992",Georgia,Overruled by," 1.  Sterling v. State 
477 S.E.2d 807 , 267 Ga. 209 , 96 FCDR 3701 , Ga. , (NO. S96A1124 )
","Oct. 21, 1996"
"Supreme Court of Georgia. February 27, 1992 262 Ga. 7 413 S.E.2d 722
Extracted from page: 56
","Anderson v. State, No. S91A1280, 262 Ga. 7, 413 S.E.2d 722, 1992 WL 36453 (Ga. Feb. 27, 1992)
","Feb. 27, 1992",Georgia,Overruled by," 1.  Coleman v. State 
443 S.E.2d 626 , 264 Ga. 253 , Ga. , (NO. S94A0596 )
","June 06, 1994"
